"Chakraborty, Tanmoy","57204143258","2","Physics and Astronomy
Chemistry
Chemical Engineering
"
"Kumar Dubey, Tarnn","57200288503","2","Computer Science
Engineering
Mathematics
"
"Agrwal, Gaurav","57203280627","1","Computer Science
Engineering
"
"Sharma, Madan Mohan","55468799100","13","Biochemistry, Genetics and Molecular Biology
Engineering
Agricultural and Biological Sciences
Immunology and Microbiology
Multidisciplinary
Materials Science
Chemical Engineering
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Neuroscience
"
"Sharma, Lokesh","56308094900","4","Engineering
Computer Science
Mathematics
Decision Sciences
","0000-0002-4245-9528"
"Shringi, S.","57200409026","2","Materials Science
Engineering
Physics and Astronomy
"
"Nair, Priyanka","56367974900","2","Computer Science
Engineering
Decision Sciences
"
"Dayal, Ram","57204976359","1","Engineering
Chemistry
Materials Science
"
"Kumawat, Vijay Shankar","57193000059","2","Engineering
Materials Science
"
"Reddicherla, Vikram Raju","57207730505","1","Multidisciplinary
Arts and Humanities
"
"Mitra, Deepankar","56097147200","3","Computer Science
Business, Management and Accounting
Social Sciences
Engineering
Decision Sciences
"
"Yarde, Pallavi V.","41762998900","6","Engineering
Computer Science
"
"Soni, Amit","24463927100","21","Engineering
Computer Science
Energy
Physics and Astronomy
Materials Science
Chemical Engineering
Environmental Science
Chemistry
"
"Kumar, Hemant","57196704394","1","Energy
"
"Vaishali","57063092200","3","Engineering
Computer Science
"
"Saxena, Rahul","7202190542","20","Computer Science
Engineering
Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Decision Sciences
Dentistry
Energy
"
"Vijay, Ashish","56492613900","3","Computer Science
Business, Management and Accounting
Physics and Astronomy
"
"Raju R, Vikram","56521636900","1","Computer Science
Mathematics
","0000-0001-6931-2027"
"Jyoti","56699861600","5","Physics and Astronomy
"
"Mrinalini, A.","57204954468","1","Computer Science
"
"Samar, Samyak","57191728295","1","Engineering
Chemistry
Materials Science
"
"Goyal, Hemlata","57202709665","2","Computer Science
Engineering
"
"Shekhawat, Dalip Singh","57194383734","1","Engineering
Physics and Astronomy
Materials Science
"
"Sharma, G. L.","57205251163","1","Computer Science
Energy
Environmental Science
Chemical Engineering
Engineering
"
"Dayama Pratik, N.","57191277052","2","Physics and Astronomy
Computer Science
"
"Srivastava, Devesh Kumar","56096362500","23","Computer Science
Engineering
Decision Sciences
Mathematics
Physics and Astronomy
Business, Management and Accounting
Social Sciences
"
"Jain, Rohit","57194574915","12","Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Engineering
Immunology and Microbiology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Medicine
Materials Science
Chemical Engineering
","0000-0001-5245-4627"
"Saran, Mukesh","57200228483","5","Chemistry
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
","0000-0003-0571-8866"
"Singh, Karam Veer","57194410643","1","Computer Science
Engineering
Mathematics
"
"Kulhar, V. S.","6507684354","15","Physics and Astronomy
Engineering
Computer Science
Materials Science
Chemical Engineering
"
"Kumar, Vipin","57200713983","15","Physics and Astronomy
Materials Science
Engineering
Social Sciences
Energy
Environmental Science
Mathematics
Computer Science
"
"Dave, Hemen","55421088400","7","Materials Science
Agricultural and Biological Sciences
Physics and Astronomy
Chemical Engineering
Chemistry
Environmental Science
Engineering
"
"Sharma, Anil","56878022500","3","Engineering
Computer Science
"
"Tak, Ajay","57207858108","1","Mathematics
"
"Sharma, Deepika","57201640139","1","Agricultural and Biological Sciences
Earth and Planetary Sciences
Environmental Science
"
"Aski, Vidhaydhar J.","57203463422","2","Engineering
Computer Science
"
"Mukherjee, Rajdeep","57204807719","2","Computer Science
Physics and Astronomy
Materials Science
Mathematics
Engineering
"
"Samanta, Susruta","54401671700","11","Materials Science
Chemistry
Physics and Astronomy
Medicine
"
"Krishna R, Jaya","57206906426","1","Engineering
Mathematics
Energy
"
"Soni, Vineeta","57197767321","1","Computer Science
Physics and Astronomy
"
"Bhardwaj, Bhuvnesh","55930727200","5","Engineering
Materials Science
"
"Singh, Dushyant","57200642565","1","Computer Science
"
"Jampala, Mahesh Chandra Babu","57191420866","2","Economics, Econometrics and Finance
Business, Management and Accounting
","0000-0002-0456-3703"
"Dangi, Abhilasha","56528238600","2","Computer Science
Social Sciences
Engineering
"
"Agarwal, Satya Narayan","57193701470","1","Energy
Computer Science
Engineering
Mathematics
"
"Samanta, Pradipta","57196073924","1","Materials Science
"
"Choudhary, Santosh","57193871045","1","Computer Science
Physics and Astronomy
Mathematics
"
"Tiwari, Abhay","57188670373","1","Engineering
Energy
"
"Dayal, Ram","53463593900","5","Chemical Engineering
Physics and Astronomy
Mathematics
Energy
Engineering
"
"Bohra, Shweta","57191911515","4","Engineering
Physics and Astronomy
Chemical Engineering
Social Sciences
Mathematics
"
"Shivnani, Teena","57191413865","2","Economics, Econometrics and Finance
Business, Management and Accounting
"
"Sisodia, Pushpendra Singh","56405426500","8","Computer Science
Engineering
Earth and Planetary Sciences
Social Sciences
Environmental Science
"
"DasMahapatra, Suddhendu","57202248810","1","Engineering
"
"Choudhary, Simran","57190582871","1","Computer Science
Engineering
Energy
"
"Baweja, Sonali","56717536800","2","Mathematics
Agricultural and Biological Sciences
Decision Sciences
"
"Jhorar, Ravinder","57193001345","7","Engineering
Physics and Astronomy
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Mathematics
Medicine
"
"Yadav, Sonal","55994913300","7","Computer Science
Engineering
"
"Gangwar, Rachna","55242179000","3","Social Sciences
"
"Sharma, Meena Kumari","56090394000","12","Environmental Science
Chemical Engineering
Engineering
Chemistry
Business, Management and Accounting
Energy
"
"Garg, Deepankar","57202357176","2","Computer Science
Engineering
"
"Bhushan, Shashi","57189997452","7","Engineering
Physics and Astronomy
Chemical Engineering
Mathematics
Chemistry
Materials Science
"
"Das, Sourav Kumar","57202324019","1","Computer Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Environmental Science
Engineering
"
"Siddiqui, Shahbaz Ahmed","56464742600","16","Engineering
Energy
Computer Science
Mathematics
Physics and Astronomy
"
"Mathur, Riya","57205097178","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Singh, Neha","56972994500","1","Mathematics
Computer Science
","0000-0001-6492-4278"
"Joshi, Dhwanika","57205348707","1","Decision Sciences
Computer Science
"
"Duari, Chusen","57204180457","1","Engineering
Computer Science
"
"Sancheti, Gaurav","57202953005","1","Engineering
Energy
Environmental Science
"
"Raju, R. Vikram","56370921200","5","Computer Science
Social Sciences
Engineering
Business, Management and Accounting
Mathematics
"
"Mukhopadhyay, Anoop Kumar","7201817042","178","Materials Science
Engineering
Physics and Astronomy
Chemical Engineering
Chemistry
Energy
Computer Science
Business, Management and Accounting
Mathematics
Earth and Planetary Sciences
Medicine
Social Sciences
Arts and Humanities
Environmental Science
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
"
"Singh, Upendra K.","57202487685","7","Physics and Astronomy
Engineering
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
"
"Pathak, Vimal Kumar","57191861651","12","Engineering
Physics and Astronomy
Business, Management and Accounting
Computer Science
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Chemical Engineering
"
"Jangid, Mahesh","54899107100","14","Computer Science
Engineering
Medicine
Decision Sciences
Materials Science
Business, Management and Accounting
Social Sciences
","0000-0001-5697-8786"
"Pareek, Aparna","24071562900","11","Chemistry
Chemical Engineering
Physics and Astronomy
Materials Science
Energy
Biochemistry, Genetics and Molecular Biology
"
"Bisen, R.","57190934325","6","Physics and Astronomy
Materials Science
"
"Chouhan, Dungar Nath","57200288521","2","Engineering
Computer Science
Mathematics
"
"Kumawat, Renu","55644545600","7","Computer Science
Engineering
Physics and Astronomy
Materials Science
Mathematics
"
"Kumar Nagilla, Dheeraj","57205191214","1","Engineering
Chemical Engineering
"
"Sharmaa, Anita","57194165727","1","Engineering
Business, Management and Accounting
Decision Sciences
"
"Saini, Monika","56763630200","10","Engineering
Multidisciplinary
Business, Management and Accounting
Mathematics
Materials Science
Chemical Engineering
Computer Science
"
"Rathi, Amit","57073016400","12","Physics and Astronomy
Computer Science
Engineering
Materials Science
Energy
Mathematics
Business, Management and Accounting
","0000-0001-7127-8550"
"Jyoti, Y.","57203587155","1","Physics and Astronomy
"
"Mishra, Narendra","57201793823","1","Computer Science
"
"Jaidka, Siddharth","57201743568","1","Computer Science
"
"Upadhyay, Jaideep","57203514859","1","Computer Science
"
"Dhail, Seema","57073899800","2","Physics and Astronomy
Engineering
Materials Science
Chemical Engineering
Chemistry
"
"Jain, Amit","57207262558","1","Business, Management and Accounting
"
"Sharma, Chandan","57193735305","1","Computer Science
Engineering
"
"Tiwari, Pradeep","57200614066","3","Biochemistry, Genetics and Molecular Biology
Medicine
"
"Panwar, Ayush","57201746711","1","Computer Science
"
"Pareek, Shubhra","57204160542","1","Engineering
Chemistry
Environmental Science
Chemical Engineering
"
"Singhal, Vanika","57203055538","3","Computer Science
Engineering
Social Sciences
"
"Nag, Meetu","57207843043","1","Physics and Astronomy
Engineering
Materials Science
Computer Science
"
"Anubhav, S.","57194684246","1","Energy
Engineering
Physics and Astronomy
Computer Science
"
"Harshavardhana, B. G.","49963594300","4","Environmental Science
Earth and Planetary Sciences
Arts and Humanities
Social Sciences
"
"Sharma, Vijay Kumar","55822966187","17","Computer Science
Engineering
Mathematics
Physics and Astronomy
Materials Science
Decision Sciences
"
"Yadav, Dharmesh","57203857474","1","Engineering
Chemistry
Materials Science
"
"Shekhawat, Rajveer S.","56159396900","4","Computer Science
Engineering
Physics and Astronomy
"
"Bhatt, Devershi Pallavi","57200533126","3","Computer Science
Mathematics
Decision Sciences
"
"Haider, Nilanjan","57197722850","1","Computer Science
Engineering
Physics and Astronomy
"
"Saraswat, Ram Naresh","55581904100","2","Mathematics
","0000-0001-8279-9415"
"Srivastava, Alok","55456014600","2","Engineering
Agricultural and Biological Sciences
Computer Science
"
"Krishna, Anupam","55359471100","4","Business, Management and Accounting
Engineering
Computer Science
Decision Sciences
"
"Gupta, Swati","57207401059","1","Medicine
"
"Dahiya, Ombir S.","6508021134","10","Agricultural and Biological Sciences
Engineering
Business, Management and Accounting
Chemical Engineering
"
"Gopalakrishna Prabhu, K. G.","57200987111","4","Computer Science
Medicine
Biochemistry, Genetics and Molecular Biology
"
"Pandey, Anand","57194035417","12","Materials Science
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
"
"Goyal, Rahul","56385036700","8","Energy
Environmental Science
Engineering
Chemical Engineering
"
"Shrivastava, Pallavi","57194415197","1","Computer Science
Engineering
Mathematics
"
"Sharma, Nitin Nipun","56206945300","47","Engineering
Materials Science
Physics and Astronomy
Computer Science
Chemical Engineering
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Mathematics
Decision Sciences
Neuroscience
"
"Sharma, Harshit","57201799231","7","Computer Science
Engineering
Medicine
Materials Science
Physics and Astronomy
Chemical Engineering
Mathematics
"
"Oum Kumari, R.","57188463000","3","Business, Management and Accounting
Economics, Econometrics and Finance
Multidisciplinary
"
"Soni, Ujjwal","57203890046","1","Engineering
Computer Science
"
"Enamullah, Vipin Kumar","57202153917","1","Physics and Astronomy
"
"Kaushik, Deepak","57194069988","1","Social Sciences
Energy
Environmental Science
Mathematics
Engineering
Computer Science
"
"Meghvanshi, Rakesh","57196219560","1","Materials Science
"
"Toppireddy, Hitesh Kumar Reddy","57202708599","1","Computer Science
"
"Chattopadhyay, Saikat","57206995466","1","Physics and Astronomy
Materials Science
"
"Shrivastava, Ankit","56537872200","7","Computer Science
Engineering
Physics and Astronomy
Mathematics
","0000-0002-7711-313X"
"Vikram Raju, R.","56805203500","3","Computer Science
Engineering
"
"Kapur, Avnip","57205355037","1","Computer Science
Decision Sciences
"
"Mishra, Tripti","57204591892","1","Engineering
Computer Science
"
"Chaurasia, Sandeep","57193862990","4","Computer Science
Decision Sciences
Physics and Astronomy
Mathematics
Engineering
","0000-0002-0935-9795"
"Jurwall, V.","57203102252","1","Engineering
Materials Science
"
"Grover, Jyoti K.","36536965300","17","Computer Science
Engineering
Mathematics
Agricultural and Biological Sciences
Decision Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Social Sciences
"
"Shrivas, Nikhil Vivek","57156442800","2","Computer Science
Engineering
"
"Sikarwar, Vivek","57132890900","1","Engineering
Computer Science
"
"Bandyopadhyay-Ghosh, Sanchita","12797689300","22","Materials Science
Engineering
Chemical Engineering
Environmental Science
Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Mathematics
","0000-0002-5827-2741"
"Halder, Nilanjan","56519598600","4","Physics and Astronomy
"
"Sharma, Viiay Kumar","57205624395","1","Engineering
Computer Science
"
"Garg, Lokesh M.","36801527300","13","Computer Science
Engineering
Materials Science
Physics and Astronomy
Mathematics
"
"Gupta, Vinay","57201700781","3","Computer Science
Physics and Astronomy
Energy
Mathematics
Engineering
"
"Govil, Kshitij","57191035686","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Datta, Amit","57203064395","1","Business, Management and Accounting
","0000-0003-3516-7970"
"Jaya Krishna, R.","57132970600","1","Engineering
Computer Science
"

"© 2019 Elsevier B.V. All rights reserved. Scopus ® is a registered trademark of Elsevier Properties S.A., used under license."
